plant,insect,group
"Vaccinium vitis-idaea","Andrena fulva","Bee"
"Viburnum lantana","Andrena fulva","Bee"
"Viburnum opulus","Andrena fulva","Bee"
"Crepis biennis","Andrena fulvago","Bee"
"Crepis capillaris","Andrena fulvago","Bee"
"Crepis vesicaria","Andrena fulvago","Bee"
"Daucus carota","Andrena fulvago","Bee"
"Heracleum sphondylium","Andrena fulvago","Bee"
"Hypochaeris radicata","Andrena fulvago","Bee"
"Leontodon hispidus","Andrena fulvago","Bee"
"Sonchus arvensis","Andrena fulvago","Bee"
"Taraxacum","Andrena fulvago","Bee"
"Calluna vulgaris","Andrena fuscipes","Bee"
"Hypochaeris radicata","Andrena fuscipes","Bee"
"Leontodon hispidus","Andrena fuscipes","Bee"
"Succisa pratensis","Andrena fuscipes","Bee"
"Acer campestre","Andrena haemorrhoa","Bee"
"Acer platanoides","Andrena haemorrhoa","Bee"
"Acer pseudoplatanus","Andrena haemorrhoa","Bee"
"Aegopodium podagraria","Andrena haemorrhoa","Bee"
"Angelica sylvestris","Andrena haemorrhoa","Bee"
"Anthriscus sylvestris","Andrena haemorrhoa","Bee"
"Anthyllis vulneraria","Andrena haemorrhoa","Bee"
"Armeria maritima","Andrena haemorrhoa","Bee"
"Bellis perennis","Andrena haemorrhoa","Bee"
"Brassica napus","Andrena haemorrhoa","Bee"
"Brassica oleracea","Andrena haemorrhoa","Bee"
"Bryonia dioica","Andrena haemorrhoa","Bee"
"Calluna vulgaris","Andrena haemorrhoa","Bee"
"Comarum palustre","Andrena haemorrhoa","Bee"
"Conium maculatum","Andrena haemorrhoa","Bee"
"Cotoneaster bullatus","Andrena haemorrhoa","Bee"
"Cotoneaster horizontalis","Andrena haemorrhoa","Bee"
"Cotoneaster simonsii","Andrena haemorrhoa","Bee"
"Crataegus monogyna","Andrena haemorrhoa","Bee"
"Euphorbia amygdaloides","Andrena haemorrhoa","Bee"
"Euphorbia hyberna","Andrena haemorrhoa","Bee"
"Euphorbia paralias","Andrena haemorrhoa","Bee"
"Euphorbia portlandica","Andrena haemorrhoa","Bee"
"Ficaria verna","Andrena haemorrhoa","Bee"
"Heracleum mantegazzianum","Andrena haemorrhoa","Bee"
"Heracleum sphondylium","Andrena haemorrhoa","Bee"
"Ilex aquifolium","Andrena haemorrhoa","Bee"
"Laurus nobilis","Andrena haemorrhoa","Bee"
"Lepidium draba","Andrena haemorrhoa","Bee"
"Malus domestica","Andrena haemorrhoa","Bee"
"Malus sylvestris","Andrena haemorrhoa","Bee"
"Oenanthe crocata","Andrena haemorrhoa","Bee"
"Potentilla anserina","Andrena haemorrhoa","Bee"
"Potentilla erecta","Andrena haemorrhoa","Bee"
"Potentilla fruticosa","Andrena haemorrhoa","Bee"
"Potentilla reptans","Andrena haemorrhoa","Bee"
"Prunus avium","Andrena haemorrhoa","Bee"
"Prunus cerasifera","Andrena haemorrhoa","Bee"
"Prunus cerasus","Andrena haemorrhoa","Bee"
"Prunus domestica","Andrena haemorrhoa","Bee"
"Prunus laurocerasus","Andrena haemorrhoa","Bee"
"Prunus padus","Andrena haemorrhoa","Bee"
"Prunus spinosa","Andrena haemorrhoa","Bee"
"Ranunculus acris","Andrena haemorrhoa","Bee"
"Ranunculus aquatilis","Andrena haemorrhoa","Bee"
"Ranunculus bulbosus","Andrena haemorrhoa","Bee"
"Ranunculus flammula","Andrena haemorrhoa","Bee"
"Ranunculus lingua","Andrena haemorrhoa","Bee"
"Ranunculus repens","Andrena haemorrhoa","Bee"
"Reseda lutea","Andrena haemorrhoa","Bee"
"Rosa arvensis","Andrena haemorrhoa","Bee"
"Rosa canina","Andrena haemorrhoa","Bee"
"Rosa rubiginosa","Andrena haemorrhoa","Bee"
"Rosa rugosa","Andrena haemorrhoa","Bee"
"Rosa spinosissima","Andrena haemorrhoa","Bee"
"Rubus caesius","Andrena haemorrhoa","Bee"
"Rubus fruticosus","Andrena haemorrhoa","Bee"
"Rubus idaeus","Andrena haemorrhoa","Bee"
"Rubus spectabilis","Andrena haemorrhoa","Bee"
"Salix alba","Andrena haemorrhoa","Bee"
"Salix aurita","Andrena haemorrhoa","Bee"
"Salix caprea","Andrena haemorrhoa","Bee"
"Salix cinerea","Andrena haemorrhoa","Bee"
"Salix fragilis","Andrena haemorrhoa","Bee"
"Salix pentandra","Andrena haemorrhoa","Bee"
"Salix repens","Andrena haemorrhoa","Bee"
"Salix viminalis","Andrena haemorrhoa","Bee"
"Sinapis alba","Andrena haemorrhoa","Bee"
"Sinapis arvensis","Andrena haemorrhoa","Bee"
"Smyrnium olusatrum","Andrena haemorrhoa","Bee"
"Sorbus aria","Andrena haemorrhoa","Bee"
"Sorbus aucuparia","Andrena haemorrhoa","Bee"
"Stellaria graminea","Andrena haemorrhoa","Bee"
"Stellaria holostea","Andrena haemorrhoa","Bee"
"Syringa vulgaris","Andrena haemorrhoa","Bee"
"Taraxacum","Andrena haemorrhoa","Bee"
"Thymus polytrichus","Andrena haemorrhoa","Bee"
"Thymus pulegioides","Andrena haemorrhoa","Bee"
"Thymus serpyllum","Andrena haemorrhoa","Bee"
"Trifolium repens","Andrena haemorrhoa","Bee"
"Tussilago farfara","Andrena haemorrhoa","Bee"
"Ulex europaeus","Andrena haemorrhoa","Bee"
"Ulex gallii","Andrena haemorrhoa","Bee"
"Ulex minor","Andrena haemorrhoa","Bee"
"Vaccinium myrtillus","Andrena haemorrhoa","Bee"
"Vaccinium uliginosum","Andrena haemorrhoa","Bee"
"Vaccinium vitis-idaea","Andrena haemorrhoa","Bee"
"Veronica beccabunga","Andrena haemorrhoa","Bee"
"Veronica chamaedrys","Andrena haemorrhoa","Bee"
"Veronica officinalis","Andrena haemorrhoa","Bee"
"Veronica persica","Andrena haemorrhoa","Bee"
"Veronica spicata","Andrena haemorrhoa","Bee"
"Viburnum lantana","Andrena haemorrhoa","Bee"
"Viburnum opulus","Andrena haemorrhoa","Bee"
"Vicia faba","Andrena haemorrhoa","Bee"
"Centaurea scabiosa","Andrena hattorfiana","Bee"
"Cirsium arvense","Andrena hattorfiana","Bee"
"Knautia arvensis","Andrena hattorfiana","Bee"
"Onobrychis viciifolia","Andrena hattorfiana","Bee"
"Scabiosa columbaria","Andrena hattorfiana","Bee"
"Acer pseudoplatanus","Andrena helvola","Bee"
"Crataegus monogyna","Andrena helvola","Bee"
"Euphorbia amygdaloides","Andrena helvola","Bee"
"Heracleum sphondylium","Andrena helvola","Bee"
"Prunus avium","Andrena helvola","Bee"
"Prunus cerasifera","Andrena helvola","Bee"
"Prunus cerasus","Andrena helvola","Bee"
"Prunus domestica","Andrena helvola","Bee"
"Prunus laurocerasus","Andrena helvola","Bee"
"Prunus padus","Andrena helvola","Bee"
"Prunus spinosa","Andrena helvola","Bee"
"Ranunculus repens","Andrena helvola","Bee"
"Rosa arvensis","Andrena helvola","Bee"
"Rosa canina","Andrena helvola","Bee"
"Rosa rubiginosa","Andrena helvola","Bee"
"Rosa rugosa","Andrena helvola","Bee"
"Rosa spinosissima","Andrena helvola","Bee"
"Rubus fruticosus","Andrena helvola","Bee"
"Salix alba","Andrena helvola","Bee"
"Salix aurita","Andrena helvola","Bee"
"Salix caprea","Andrena helvola","Bee"
"Salix cinerea","Andrena helvola","Bee"
"Salix fragilis","Andrena helvola","Bee"
"Salix pentandra","Andrena helvola","Bee"
"Salix repens","Andrena helvola","Bee"
"Salix viminalis","Andrena helvola","Bee"
"Sorbus aria","Andrena helvola","Bee"
"Sorbus aucuparia","Andrena helvola","Bee"
"Taraxacum","Andrena helvola","Bee"
"Vaccinium myrtillus","Andrena helvola","Bee"
"Vaccinium uliginosum","Andrena helvola","Bee"
"Vaccinium vitis-idaea","Andrena helvola","Bee"
"Cerastium fontanum","Andrena humilis","Bee"
"Echium vulgare","Andrena humilis","Bee"
"Pilosella officinarum","Andrena humilis","Bee"
"Allium schoenoprasum","Andrena labialis","Bee"
"Allium sphaerocephalon","Andrena labialis","Bee"
"Allium triquetrum","Andrena labialis","Bee"
"Allium ursinum","Andrena labialis","Bee"
"Anthyllis vulneraria","Andrena labialis","Bee"
"Conium maculatum","Andrena labialis","Bee"
"Cotoneaster bullatus","Andrena labialis","Bee"
"Cotoneaster horizontalis","Andrena labialis","Bee"
"Cotoneaster simonsii","Andrena labialis","Bee"
"Crataegus monogyna","Andrena labialis","Bee"
"Daucus carota","Andrena labialis","Bee"
"Ficaria verna","Andrena labialis","Bee"
"Filipendula vulgaris","Andrena labialis","Bee"
"Heracleum sphondylium","Andrena labialis","Bee"
"Hippocrepis comosa","Andrena labialis","Bee"
"Lotus corniculatus","Andrena labialis","Bee"
"Ranunculus acris","Andrena labialis","Bee"
"Ranunculus aquatilis","Andrena labialis","Bee"
"Ranunculus bulbosus","Andrena labialis","Bee"
"Ranunculus flammula","Andrena labialis","Bee"
"Ranunculus lingua","Andrena labialis","Bee"
"Ranunculus repens","Andrena labialis","Bee"
"Rosa spinosissima","Andrena labialis","Bee"
"Rubus caesius","Andrena labialis","Bee"
"Rubus fruticosus","Andrena labialis","Bee"
"Rubus idaeus","Andrena labialis","Bee"
"Rubus spectabilis","Andrena labialis","Bee"
"Senecio jacobaea","Andrena labialis","Bee"
"Sinapis arvensis","Andrena labialis","Bee"
"Trifolium campestre","Andrena labialis","Bee"
"Trifolium dubium","Andrena labialis","Bee"
"Trifolium hybridum","Andrena labialis","Bee"
"Trifolium medium","Andrena labialis","Bee"
"Trifolium occidentale","Andrena labialis","Bee"
"Trifolium pratense","Andrena labialis","Bee"
"Trifolium repens","Andrena labialis","Bee"
"Vicia faba","Andrena labialis","Bee"
"Vicia sativa","Andrena labialis","Bee"
"Cerastium fontanum","Andrena labiata","Bee"
"Crataegus monogyna","Andrena labiata","Bee"
"Crepis biennis","Andrena labiata","Bee"
"Crepis capillaris","Andrena labiata","Bee"
"Crepis vesicaria","Andrena labiata","Bee"
"Ficaria verna","Andrena labiata","Bee"
"Heracleum sphondylium","Andrena labiata","Bee"
"Jasione montana","Andrena labiata","Bee"
"Lepidium draba","Andrena labiata","Bee"
"Myosotis arvensis","Andrena labiata","Bee"
"Myosotis scorpioides","Andrena labiata","Bee"
"Ranunculus acris","Andrena labiata","Bee"
"Ranunculus aquatilis","Andrena labiata","Bee"
"Ranunculus bulbosus","Andrena labiata","Bee"
"Ranunculus flammula","Andrena labiata","Bee"
"Ranunculus lingua","Andrena labiata","Bee"
"Ranunculus repens","Andrena labiata","Bee"
"Stellaria graminea","Andrena labiata","Bee"
"Stellaria holostea","Andrena labiata","Bee"
"Stellaria media","Andrena labiata","Bee"
"Stellaria nemorum","Andrena labiata","Bee"
"Taraxacum","Andrena labiata","Bee"
"Veronica beccabunga","Andrena labiata","Bee"
"Veronica chamaedrys","Andrena labiata","Bee"
"Veronica officinalis","Andrena labiata","Bee"
"Veronica persica","Andrena labiata","Bee"
"Veronica spicata","Andrena labiata","Bee"
"Euphorbia hyberna","Andrena lapponica","Bee"
"Rubus idaeus","Andrena lapponica","Bee"
"Saxifraga aizoides","Andrena lapponica","Bee"
"Thymus polytrichus","Andrena lapponica","Bee"
"Ulex europaeus","Andrena lapponica","Bee"
"Vaccinium myrtillus","Andrena lapponica","Bee"
"Vaccinium uliginosum","Andrena lapponica","Bee"
"Vaccinium vitis-idaea","Andrena lapponica","Bee"
"Cirsium arvense","Andrena marginata","Bee"
"Knautia arvensis","Andrena marginata","Bee"
"Origanum vulgare","Andrena marginata","Bee"
"Scabiosa columbaria","Andrena marginata","Bee"
"Succisa pratensis","Andrena marginata","Bee"
"Alliaria petiolata","Andrena minutula","Bee"
"Angelica sylvestris","Andrena minutula","Bee"
"Anthriscus sylvestris","Andrena minutula","Bee"
"Crataegus monogyna","Andrena minutula","Bee"
"Daucus carota","Andrena minutula","Bee"
"Ficaria verna","Andrena minutula","Bee"
"Foeniculum vulgare","Andrena minutula","Bee"
"Galium verum","Andrena minutula","Bee"
"Heracleum mantegazzianum","Andrena minutula","Bee"
"Heracleum sphondylium","Andrena minutula","Bee"
"Jasione montana","Andrena minutula","Bee"
"Nepeta cataria","Andrena minutula","Bee"
"Pilosella officinarum","Andrena minutula","Bee"
"Potentilla erecta","Andrena minutula","Bee"
"Potentilla reptans","Andrena minutula","Bee"
"Prunus domestica","Andrena minutula","Bee"
"Prunus spinosa","Andrena minutula","Bee"
"Pyrus communis","Andrena minutula","Bee"
"Rubus caesius","Andrena minutula","Bee"
"Rubus fruticosus","Andrena minutula","Bee"
"Rubus idaeus","Andrena minutula","Bee"
"Rubus spectabilis","Andrena minutula","Bee"
"Salix alba","Andrena minutula","Bee"
"Salix aurita","Andrena minutula","Bee"
"Salix caprea","Andrena minutula","Bee"
"Salix cinerea","Andrena minutula","Bee"
"Salix fragilis","Andrena minutula","Bee"
"Salix pentandra","Andrena minutula","Bee"
"Salix repens","Andrena minutula","Bee"
"Salix viminalis","Andrena minutula","Bee"
"Senecio aquaticus","Andrena minutula","Bee"
"Senecio cineraria","Andrena minutula","Bee"
"Senecio erucifolius","Andrena minutula","Bee"
"Senecio jacobaea","Andrena minutula","Bee"
"Senecio squalidus","Andrena minutula","Bee"
"Senecio vulgaris","Andrena minutula","Bee"
"Sisymbrium officinale","Andrena minutula","Bee"
"Smyrnium olusatrum","Andrena minutula","Bee"
"Sonchus arvensis","Andrena minutula","Bee"
"Taraxacum","Andrena minutula","Bee"
"Torilis japonica","Andrena minutula","Bee"
"Tussilago farfara","Andrena minutula","Bee"
"Veronica beccabunga","Andrena minutula","Bee"
"Veronica chamaedrys","Andrena minutula","Bee"
"Veronica officinalis","Andrena minutula","Bee"
"Veronica persica","Andrena minutula","Bee"
"Veronica spicata","Andrena minutula","Bee"
"Achillea millefolium","Andrena minutuloides","Bee"
"Daucus carota","Andrena minutuloides","Bee"
"Heracleum sphondylium","Andrena minutuloides","Bee"
"Pastinaca sativa","Andrena minutuloides","Bee"
"Petroselinum crispum","Andrena minutuloides","Bee"
"Pimpinella saxifraga","Andrena minutuloides","Bee"
"Reseda lutea","Andrena minutuloides","Bee"
"Rosa arvensis","Andrena minutuloides","Bee"
"Rosa canina","Andrena minutuloides","Bee"
"Rosa rubiginosa","Andrena minutuloides","Bee"
"Rosa rugosa","Andrena minutuloides","Bee"
"Rosa spinosissima","Andrena minutuloides","Bee"
"Torilis japonica","Andrena minutuloides","Bee"
"Centaurea nigra","Andrena nigriceps","Bee"
"Acer campestre","Andrena nigroaenea","Bee"
"Aegopodium podagraria","Andrena nigroaenea","Bee"
"Allium ursinum","Andrena nigroaenea","Bee"
"Angelica sylvestris","Andrena nigroaenea","Bee"
"Anthriscus sylvestris","Andrena nigroaenea","Bee"
"Armeria maritima","Andrena nigroaenea","Bee"
"Bellis perennis","Andrena nigroaenea","Bee"
"Brassica napus","Andrena nigroaenea","Bee"
"Bryonia dioica","Andrena nigroaenea","Bee"
"Carpobrotus edulis","Andrena nigroaenea","Bee"
"Cotoneaster bullatus","Andrena nigroaenea","Bee"
"Cotoneaster horizontalis","Andrena nigroaenea","Bee"
"Cotoneaster simonsii","Andrena nigroaenea","Bee"
"Crataegus monogyna","Andrena nigroaenea","Bee"
"Crepis biennis","Andrena nigroaenea","Bee"
"Cymbalaria muralis","Andrena nigroaenea","Bee"
"Daucus carota","Andrena nigroaenea","Bee"
"Erysimum cheiri","Andrena nigroaenea","Bee"
"Euphorbia amygdaloides","Andrena nigroaenea","Bee"
"Ficaria verna","Andrena nigroaenea","Bee"
"Heracleum sphondylium","Andrena nigroaenea","Bee"
"Iris pseudacorus","Andrena nigroaenea","Bee"
"Lonicera periclymenum","Andrena nigroaenea","Bee"
"Malus domestica","Andrena nigroaenea","Bee"
"Malus sylvestris","Andrena nigroaenea","Bee"
"Myosotis arvensis","Andrena nigroaenea","Bee"
"Myosotis scorpioides","Andrena nigroaenea","Bee"
"Narcissus pseudonarcissus","Andrena nigroaenea","Bee"
"Nepeta cataria","Andrena nigroaenea","Bee"
"Pastinaca sativa","Andrena nigroaenea","Bee"
"Primula vulgaris","Andrena nigroaenea","Bee"
"Prunus avium","Andrena nigroaenea","Bee"
"Prunus cerasifera","Andrena nigroaenea","Bee"
"Prunus cerasus","Andrena nigroaenea","Bee"
"Prunus domestica","Andrena nigroaenea","Bee"
"Prunus laurocerasus","Andrena nigroaenea","Bee"
"Prunus padus","Andrena nigroaenea","Bee"
"Prunus spinosa","Andrena nigroaenea","Bee"
"Pulsatilla vulgaris","Andrena nigroaenea","Bee"
"Ranunculus acris","Andrena nigroaenea","Bee"
"Ranunculus aquatilis","Andrena nigroaenea","Bee"
"Ranunculus bulbosus","Andrena nigroaenea","Bee"
"Ranunculus flammula","Andrena nigroaenea","Bee"
"Ranunculus lingua","Andrena nigroaenea","Bee"
"Ranunculus repens","Andrena nigroaenea","Bee"
"Reseda lutea","Andrena nigroaenea","Bee"
"Reseda luteola","Andrena nigroaenea","Bee"
"Salix alba","Andrena nigroaenea","Bee"
"Salix aurita","Andrena nigroaenea","Bee"
"Salix caprea","Andrena nigroaenea","Bee"
"Salix cinerea","Andrena nigroaenea","Bee"
"Salix fragilis","Andrena nigroaenea","Bee"
"Salix pentandra","Andrena nigroaenea","Bee"
"Salix repens","Andrena nigroaenea","Bee"
"Salix viminalis","Andrena nigroaenea","Bee"
"Saxifraga aizoides","Andrena nigroaenea","Bee"
"Smyrnium olusatrum","Andrena nigroaenea","Bee"
"Sorbus aucuparia","Andrena nigroaenea","Bee"
"Taraxacum","Andrena nigroaenea","Bee"
"Thymus polytrichus","Andrena nigroaenea","Bee"
"Thymus pulegioides","Andrena nigroaenea","Bee"
"Thymus serpyllum","Andrena nigroaenea","Bee"
"Ulex europaeus","Andrena nigroaenea","Bee"
"Ulex gallii","Andrena nigroaenea","Bee"
"Ulex minor","Andrena nigroaenea","Bee"
"Veronica beccabunga","Andrena nigroaenea","Bee"
"Veronica chamaedrys","Andrena nigroaenea","Bee"
"Veronica officinalis","Andrena nigroaenea","Bee"
"Veronica persica","Andrena nigroaenea","Bee"
"Veronica spicata","Andrena nigroaenea","Bee"
"Viburnum lantana","Andrena nigroaenea","Bee"
"Viburnum opulus","Andrena nigroaenea","Bee"
"Vicia faba","Andrena nigroaenea","Bee"
"Brassica napus","Andrena nigrospina","Bee"
"Brassica rapa","Andrena nigrospina","Bee"
"Heracleum sphondylium","Andrena nigrospina","Bee"
"Lepidium draba","Andrena nigrospina","Bee"
"Raphanus raphanistrum","Andrena nigrospina","Bee"
"Taraxacum","Andrena nigrospina","Bee"
"Acer campestre","Andrena nitida","Bee"
"Acer pseudoplatanus","Andrena nitida","Bee"
"Ajuga reptans","Andrena nitida","Bee"
"Allium schoenoprasum","Andrena nitida","Bee"
"Allium sphaerocephalon","Andrena nitida","Bee"
"Allium triquetrum","Andrena nitida","Bee"
"Allium ursinum","Andrena nitida","Bee"
"Angelica sylvestris","Andrena nitida","Bee"
"Anthriscus sylvestris","Andrena nitida","Bee"
"Armeria maritima","Andrena nitida","Bee"
"Brassica napus","Andrena nitida","Bee"
"Conium maculatum","Andrena nitida","Bee"
"Cornus sanguinea","Andrena nitida","Bee"
"Cotoneaster bullatus","Andrena nitida","Bee"
"Cotoneaster horizontalis","Andrena nitida","Bee"
"Cotoneaster simonsii","Andrena nitida","Bee"
"Crataegus monogyna","Andrena nitida","Bee"
"Daucus carota","Andrena nitida","Bee"
"Erysimum cheiri","Andrena nitida","Bee"
"Euphorbia amygdaloides","Andrena nitida","Bee"
"Euphorbia hyberna","Andrena nitida","Bee"
"Euphorbia paralias","Andrena nitida","Bee"
"Euphorbia portlandica","Andrena nitida","Bee"
"Ficaria verna","Andrena nitida","Bee"
"Filipendula vulgaris","Andrena nitida","Bee"
"Glechoma hederacea","Andrena nitida","Bee"
"Hedera helix","Andrena nitida","Bee"
"Heracleum sphondylium","Andrena nitida","Bee"
"Hyacinthoides non-scripta","Andrena nitida","Bee"
"Ilex aquifolium","Andrena nitida","Bee"
"Lamium album","Andrena nitida","Bee"
"Laurus nobilis","Andrena nitida","Bee"
"Malus domestica","Andrena nitida","Bee"
"Malus sylvestris","Andrena nitida","Bee"
"Narcissus pseudonarcissus","Andrena nitida","Bee"
"Oenanthe crocata","Andrena nitida","Bee"
"Prunus spinosa","Andrena nitida","Bee"
"Ranunculus acris","Andrena nitida","Bee"
"Ranunculus aquatilis","Andrena nitida","Bee"
"Ranunculus bulbosus","Andrena nitida","Bee"
"Ranunculus flammula","Andrena nitida","Bee"
"Ranunculus lingua","Andrena nitida","Bee"
"Ranunculus repens","Andrena nitida","Bee"
"Rosa spinosissima","Andrena nitida","Bee"
"Salix alba","Andrena nitida","Bee"
"Salix aurita","Andrena nitida","Bee"
"Salix caprea","Andrena nitida","Bee"
"Salix cinerea","Andrena nitida","Bee"
"Salix fragilis","Andrena nitida","Bee"
"Salix pentandra","Andrena nitida","Bee"
"Salix repens","Andrena nitida","Bee"
"Salix viminalis","Andrena nitida","Bee"
"Smyrnium olusatrum","Andrena nitida","Bee"
"Stellaria graminea","Andrena nitida","Bee"
"Taraxacum","Andrena nitida","Bee"
"Vicia faba","Andrena nitida","Bee"
"Daucus carota","Andrena nitidiuscula","Bee"
"Oenanthe crocata","Andrena nitidiuscula","Bee"
"Oenanthe pimpinelloides","Andrena nitidiuscula","Bee"
"Sonchus arvensis","Andrena nitidiuscula","Bee"
"Anthriscus sylvestris","Andrena ovatula","Bee"
"Armeria maritima","Andrena ovatula","Bee"
"Calluna vulgaris","Andrena ovatula","Bee"
"Cytisus scoparius","Andrena ovatula","Bee"
